fname,ftype,parameters,lines,LOC,comments,curlstart,curlend,nothrow,sideeffect,varargs,startline,endline,function,file
"regnext","char_u *",1,16,13,0,1044,1058,0,1,0,1043,1043,"regnext","/home/runner/work/vim/vim/src/regexp_bt.c"
"re_put_long","char_u *",2,8,8,0,1029,1035,0,0,0,1028,1028,"re_put_long","/home/runner/work/vim/vim/src/regexp_bt.c"
"regnode","char_u *",1,15,14,1,1009,1022,0,0,0,1008,1008,"regnode","/home/runner/work/vim/vim/src/regexp_bt.c"
"call_qftf_func","list_T *",4,52,43,5,5063,5113,0,0,0,5062,5062,"call_qftf_func","/home/runner/work/vim/vim/src/quickfix.c"
"reg_equi_class","void",1,471,470,1,532,1001,0,0,0,531,531,"reg_equi_class","/home/runner/work/vim/vim/src/regexp_bt.c"
"set_init_default_encoding","void",0,104,81,18,541,643,0,0,0,540,540,"set_init_default_encoding","/home/runner/work/vim/vim/src/option.c"
"qf_buf_add_line","int",6,73,58,10,4990,5055,0,0,0,4983,4983,"qf_buf_add_line","/home/runner/work/vim/vim/src/quickfix.c"
"set_init_lang_env","void",0,35,27,8,501,534,0,1,0,500,500,"set_init_lang_env","/home/runner/work/vim/vim/src/option.c"
"set_init_expand_env","void",0,26,21,4,470,494,0,0,0,469,469,"set_init_expand_env","/home/runner/work/vim/vim/src/option.c"
"set_init_xdg_rtp","void",0,59,47,1,399,456,0,0,0,398,398,"set_init_xdg_rtp","/home/runner/work/vim/vim/src/option.c"
"qf_update_buffer","void",2,67,47,10,4912,4977,0,0,0,4911,4911,"qf_update_buffer","/home/runner/work/vim/vim/src/quickfix.c"
"set_init_clean_rtp","void",0,16,15,0,372,386,0,0,0,371,371,"set_init_clean_rtp","/home/runner/work/vim/vim/src/option.c"
"qf_update_win_titlevar","void",1,17,16,0,4890,4905,0,0,0,4889,4889,"qf_update_win_titlevar","/home/runner/work/vim/vim/src/quickfix.c"
"set_init_restricted_mode","void",0,11,10,0,353,362,0,0,0,352,352,"set_init_restricted_mode","/home/runner/work/vim/vim/src/option.c"
"set_init_default_printexpr","void",0,14,12,1,332,344,0,0,0,331,331,"set_init_default_printexpr","/home/runner/work/vim/vim/src/option.c"
"qf_find_buf","buf_T *",1,21,17,1,4850,4869,0,0,0,4849,4849,"qf_find_buf","/home/runner/work/vim/vim/src/quickfix.c"
"set_init_default_printencoding","void",0,18,17,2,308,324,0,1,0,307,307,"set_init_default_printencoding","/home/runner/work/vim/vim/src/option.c"
"set_init_default_cdpath","void",0,42,40,2,261,301,0,0,0,260,260,"set_init_default_cdpath","/home/runner/work/vim/vim/src/option.c"
"qf_find_win","win_T *",1,9,8,0,4835,4842,0,1,0,4834,4834,"qf_find_win","/home/runner/work/vim/vim/src/quickfix.c"
"is_qf_win","int",2,13,8,4,4816,4827,0,1,0,4815,4815,"is_qf_win","/home/runner/work/vim/vim/src/quickfix.c"
"set_init_default_maxmemtot","void",0,34,30,2,222,254,0,0,0,221,221,"set_init_default_maxmemtot","/home/runner/work/vim/vim/src/option.c"
"qf_win_pos_update","int",2,28,25,3,4784,4808,0,0,0,4781,4781,"qf_win_pos_update","/home/runner/work/vim/vim/src/quickfix.c"
"set_init_default_backupskip","void",0,82,71,6,134,214,0,0,0,133,133,"set_init_default_backupskip","/home/runner/work/vim/vim/src/option.c"
"lineinvalid","void",2,5,5,0,2891,2894,0,0,0,2890,2890,"lineinvalid","/home/runner/work/vim/vim/src/screen.c"
"lineclear","void",3,9,9,0,2876,2883,0,0,0,2875,2875,"lineclear","/home/runner/work/vim/vim/src/screen.c"
"screenclear2","int",1,68,57,13,2803,2869,0,0,0,2802,2802,"screenclear2","/home/runner/work/vim/vim/src/screen.c"
"qf_win_goto","void",2,16,15,2,4725,4739,0,0,0,4724,4724,"qf_win_goto","/home/runner/work/vim/vim/src/quickfix.c"
"set_init_default_shell","void",0,36,31,4,92,126,0,0,0,91,91,"set_init_default_shell","/home/runner/work/vim/vim/src/option.c"
"qf_open_new_cwindow","int",2,69,46,17,4595,4662,0,0,0,4594,4594,"qf_open_new_cwindow","/home/runner/work/vim/vim/src/quickfix.c"
"qf_set_cwindow_options","void",0,16,15,1,4572,4586,0,0,0,4571,4571,"qf_set_cwindow_options","/home/runner/work/vim/vim/src/quickfix.c"
"qf_goto_cwindow","int",4,23,20,0,4544,4565,0,0,0,4543,4543,"qf_goto_cwindow","/home/runner/work/vim/vim/src/quickfix.c"
"qf_set_title_var","void",1,5,5,0,4533,4536,0,0,0,4532,4532,"qf_set_title_var","/home/runner/work/vim/vim/src/quickfix.c"
"qf_types","char_u *",2,30,27,0,4410,4438,0,0,0,4409,4409,"qf_types","/home/runner/work/vim/vim/src/quickfix.c"
"qf_free","void",1,11,10,0,4326,4335,0,0,0,4325,4325,"qf_free","/home/runner/work/vim/vim/src/quickfix.c"
"qf_free_items","void",1,44,38,3,4276,4318,0,0,0,4275,4275,"qf_free_items","/home/runner/work/vim/vim/src/quickfix.c"
"qf_msg","void",3,26,23,0,4163,4187,0,0,0,4162,4162,"qf_msg","/home/runner/work/vim/vim/src/quickfix.c"
"qf_range_text","void",2,29,26,0,4128,4155,0,0,0,4127,4127,"qf_range_text","/home/runner/work/vim/vim/src/quickfix.c"
"qf_fmt_text","void",2,16,16,0,4106,4120,0,0,0,4105,4105,"qf_fmt_text","/home/runner/work/vim/vim/src/quickfix.c"
"regmbc","void",1,9,9,0,515,522,0,0,0,514,514,"regmbc","/home/runner/work/vim/vim/src/regexp_bt.c"
"clear_TabPageIdxs","void",0,7,6,0,2366,2371,0,0,0,2365,2365,"clear_TabPageIdxs","/home/runner/work/vim/vim/src/screen.c"
"regc","void",1,7,7,0,503,508,0,0,0,502,502,"regc","/home/runner/work/vim/vim/src/regexp_bt.c"
"use_multibytecode","int",1,6,6,0,492,496,0,0,0,491,491,"use_multibytecode","/home/runner/work/vim/vim/src/regexp_bt.c"
"regcomp_start","void",2,27,26,1,461,484,0,0,0,458,458,"regcomp_start","/home/runner/work/vim/vim/src/regexp_bt.c"
"qf_list_entry","void",3,77,66,8,3944,4019,0,0,0,3943,3943,"qf_list_entry","/home/runner/work/vim/vim/src/quickfix.c"
"qf_jump_newwin","void",5,110,92,9,3825,3929,0,0,0,3820,3820,"qf_jump_newwin","/home/runner/work/vim/vim/src/quickfix.c"
"redraw_block","void",3,21,19,0,2119,2138,0,0,0,2118,2118,"redraw_block","/home/runner/work/vim/vim/src/screen.c"
"screen_char_2","void",3,21,14,5,2047,2066,0,0,0,2046,2046,"screen_char_2","/home/runner/work/vim/vim/src/screen.c"
"qf_jump_to_buffer","int",8,43,34,3,3761,3794,0,0,0,3752,3752,"qf_jump_to_buffer","/home/runner/work/vim/vim/src/quickfix.c"
"qf_jump_open_window","int",4,53,44,5,3694,3741,0,0,0,3689,3689,"qf_jump_open_window","/home/runner/work/vim/vim/src/quickfix.c"
"script_name_after_autoload","char_u *",1,17,15,0,2744,2759,0,0,0,2743,2743,"script_name_after_autoload","/home/runner/work/vim/vim/src/scriptfile.c"
"qf_jump_print_msg","void",5,38,28,6,3646,3677,0,0,0,3640,3640,"qf_jump_print_msg","/home/runner/work/vim/vim/src/quickfix.c"
"qf_jump_goto_line","void",4,42,38,2,3598,3634,0,0,0,3593,3593,"qf_jump_goto_line","/home/runner/work/vim/vim/src/quickfix.c"
"qf_jump_edit_buffer","int",5,110,83,16,3483,3586,0,0,0,3477,3477,"qf_jump_edit_buffer","/home/runner/work/vim/vim/src/quickfix.c"
"nfa_regexec_multi","long",6,11,11,5,7761,7764,0,0,0,7754,7754,"nfa_regexec_multi","/home/runner/work/vim/vim/src/regexp_nfa.c"
"nfa_regexec_nl","int",4,17,17,2,7714,7725,0,0,0,7709,7709,"nfa_regexec_nl","/home/runner/work/vim/vim/src/regexp_nfa.c"
"nfa_regfree","void",1,9,8,0,7691,7698,0,0,0,7690,7690,"nfa_regfree","/home/runner/work/vim/vim/src/regexp_nfa.c"
"nfa_regcomp","regprog_T *",2,106,73,18,7580,7684,0,0,0,7579,7579,"nfa_regcomp","/home/runner/work/vim/vim/src/regexp_nfa.c"
"screen_start_highlight","void",1,156,136,24,1584,1738,0,0,0,1583,1583,"screen_start_highlight","/home/runner/work/vim/vim/src/screen.c"
"qf_jump_to_usable_window","int",3,51,36,12,3419,3468,0,0,0,3418,3418,"qf_jump_to_usable_window","/home/runner/work/vim/vim/src/quickfix.c"
"qf_goto_win_with_qfl_file","void",1,41,33,6,3369,3408,0,0,0,3368,3368,"qf_goto_win_with_qfl_file","/home/runner/work/vim/vim/src/quickfix.c"
"nfa_regexec_both","long",3,138,105,19,7439,7572,0,0,0,7435,7435,"nfa_regexec_both","/home/runner/work/vim/vim/src/regexp_nfa.c"
"qf_goto_win_with_ll_file","void",3,32,26,6,3329,3359,0,0,0,3328,3328,"qf_goto_win_with_ll_file","/home/runner/work/vim/vim/src/quickfix.c"
"get_one_sourceline","char_u *",1,117,97,17,2331,2446,0,0,0,2330,2330,"get_one_sourceline","/home/runner/work/vim/vim/src/scriptfile.c"
"qf_open_new_file_win","int",1,18,15,4,3303,3319,0,0,0,3302,3302,"qf_open_new_file_win","/home/runner/work/vim/vim/src/quickfix.c"
"qf_goto_tabwin_with_file","int",1,14,12,0,3283,3295,0,0,0,3282,3282,"qf_goto_tabwin_with_file","/home/runner/work/vim/vim/src/quickfix.c"
"nfa_regtry","long",3,133,115,6,7298,7426,0,0,0,7294,7294,"nfa_regtry","/home/runner/work/vim/vim/src/regexp_nfa.c"
"qf_find_win_with_normal_buf","win_T *",0,10,8,0,3267,3275,0,1,0,3266,3266,"qf_find_win_with_normal_buf","/home/runner/work/vim/vim/src/quickfix.c"
"nfa_regmatch","int",4,1551,1246,211,5742,7287,0,0,0,5737,5737,"nfa_regmatch","/home/runner/work/vim/vim/src/regexp_nfa.c"
"qf_find_win_with_loclist","win_T *",1,10,8,0,3252,3260,0,1,0,3251,3251,"qf_find_win_with_loclist","/home/runner/work/vim/vim/src/quickfix.c"
"jump_to_help_window","int",3,44,30,8,3201,3243,0,0,0,3200,3200,"jump_to_help_window","/home/runner/work/vim/vim/src/quickfix.c"
"win_set_loclist","void",2,5,5,0,3190,3193,0,0,0,3189,3189,"win_set_loclist","/home/runner/work/vim/vim/src/quickfix.c"
"qf_find_help_win","win_T *",0,10,8,0,3175,3183,0,1,0,3174,3174,"qf_find_help_win","/home/runner/work/vim/vim/src/quickfix.c"
"qf_get_entry","qfline_T *",4,17,15,2,3157,3168,0,0,0,3152,3152,"qf_get_entry","/home/runner/work/vim/vim/src/quickfix.c"
"get_script_local_funcs","list_T *",1,41,30,3,2194,2233,0,0,0,2193,2193,"get_script_local_funcs","/home/runner/work/vim/vim/src/scriptfile.c"
"get_nth_entry","qfline_T *",3,22,18,2,3122,3142,0,0,0,3121,3121,"get_nth_entry","/home/runner/work/vim/vim/src/quickfix.c"
"screen_comp_differs","int",2,13,12,0,1260,1271,0,1,0,1259,1259,"screen_comp_differs","/home/runner/work/vim/vim/src/screen.c"
"get_nth_valid_entry","qfline_T *",4,39,35,0,3081,3114,0,0,0,3076,3076,"get_nth_valid_entry","/home/runner/work/vim/vim/src/quickfix.c"
"get_prev_valid_entry","qfline_T *",4,24,21,0,3049,3067,0,0,0,3044,3044,"get_prev_valid_entry","/home/runner/work/vim/vim/src/quickfix.c"
"get_next_valid_entry","qfline_T *",4,24,21,0,3019,3037,0,0,0,3014,3014,"get_next_valid_entry","/home/runner/work/vim/vim/src/quickfix.c"
"is_qf_entry_present","int",2,15,11,2,2994,3007,0,0,0,2993,2993,"is_qf_entry_present","/home/runner/work/vim/vim/src/quickfix.c"
"qflist_valid","int",2,20,17,1,2966,2984,0,1,0,2965,2965,"qflist_valid","/home/runner/work/vim/vim/src/quickfix.c"
"qf_guess_filepath","char_u *",2,38,27,4,2923,2959,0,0,0,2922,2922,"qf_guess_filepath","/home/runner/work/vim/vim/src/quickfix.c"
"do_source_ext","int",6,455,363,57,1591,2038,0,0,0,1584,1584,"do_source_ext","/home/runner/work/vim/vim/src/scriptfile.c"
"qf_clean_dir_stack","void",1,11,10,0,2890,2899,0,0,0,2889,2889,"qf_clean_dir_stack","/home/runner/work/vim/vim/src/quickfix.c"
"qf_pop_dir","char_u *",1,19,12,4,2866,2883,0,0,0,2865,2865,"qf_pop_dir","/home/runner/work/vim/vim/src/quickfix.c"
"qf_push_dir","char_u *",3,63,49,7,2797,2858,0,0,0,2796,2796,"qf_push_dir","/home/runner/work/vim/vim/src/quickfix.c"
"qf_get_fnum","int",3,62,53,6,2729,2789,0,0,0,2728,2728,"qf_get_fnum","/home/runner/work/vim/vim/src/quickfix.c"
"copy_loclist","int",2,48,39,5,2630,2676,0,0,0,2629,2629,"copy_loclist","/home/runner/work/vim/vim/src/quickfix.c"
"copy_loclist_entries","int",2,39,32,7,2586,2623,0,0,0,2585,2585,"copy_loclist_entries","/home/runner/work/vim/vim/src/quickfix.c"
"qf_cmd_get_or_alloc_stack","qf_info_T *",2,14,12,0,2567,2579,0,0,0,2566,2566,"qf_cmd_get_or_alloc_stack","/home/runner/work/vim/vim/src/quickfix.c"
"qf_cmd_get_stack","qf_info_T *",2,19,17,0,2539,2556,0,0,0,2538,2538,"qf_cmd_get_stack","/home/runner/work/vim/vim/src/quickfix.c"
"ll_get_or_alloc_list","qf_info_T *",1,16,9,4,2515,2529,0,0,0,2514,2514,"ll_get_or_alloc_list","/home/runner/work/vim/vim/src/quickfix.c"
"qf_alloc_list_stack","qf_list_T *",1,4,4,0,2505,2507,0,0,0,2504,2504,"qf_alloc_list_stack","/home/runner/work/vim/vim/src/quickfix.c"
"qf_alloc_stack","qf_info_T *",2,26,24,0,2474,2498,0,0,0,2473,2473,"qf_alloc_stack","/home/runner/work/vim/vim/src/quickfix.c"
"do_source_buffer_init","char_u *",2,44,35,3,1522,1564,0,0,0,1521,1521,"do_source_buffer_init","/home/runner/work/vim/vim/src/scriptfile.c"
"qf_sync_win_to_llw","void",1,13,12,0,2455,2466,0,0,0,2454,2454,"qf_sync_win_to_llw","/home/runner/work/vim/vim/src/quickfix.c"
"skip_for_popup","int",2,15,14,1,425,438,0,1,0,424,424,"skip_for_popup","/home/runner/work/vim/vim/src/screen.c"
"qf_sync_llw_to_win","void",1,7,6,0,2443,2448,0,0,0,2442,2442,"qf_sync_llw_to_win","/home/runner/work/vim/vim/src/quickfix.c"
"blocked_by_popup","int",2,9,8,0,392,399,0,1,0,391,391,"blocked_by_popup","/home/runner/work/vim/vim/src/screen.c"
"qf_resize_stack_base","int",2,38,25,3,2391,2427,0,0,0,2390,2390,"qf_resize_stack_base","/home/runner/work/vim/vim/src/quickfix.c"
"char_needs_redraw","int",3,21,21,0,353,372,0,0,0,352,352,"char_needs_redraw","/home/runner/work/vim/vim/src/screen.c"
"fopen_noinh_readbin","FILE *",1,21,18,0,1492,1511,0,0,0,1491,1491,"fopen_noinh_readbin","/home/runner/work/vim/vim/src/scriptfile.c"
"comp_char_differs","int",2,13,12,0,331,342,0,1,0,330,330,"comp_char_differs","/home/runner/work/vim/vim/src/screen.c"
"qf_add_entry","int",16,119,115,20,2242,2343,0,0,0,2225,2225,"qf_add_entry","/home/runner/work/vim/vim/src/quickfix.c"
"cmd_source","void",2,50,34,12,1347,1395,0,0,0,1346,1346,"cmd_source","/home/runner/work/vim/vim/src/scriptfile.c"
"screen_fill_end","int",8,28,27,0,150,168,0,0,0,141,141,"screen_fill_end","/home/runner/work/vim/vim/src/screen.c"
"decr_quickfix_busy","void",0,23,20,2,2183,2204,0,0,0,2182,2182,"decr_quickfix_busy","/home/runner/work/vim/vim/src/quickfix.c"
"incr_quickfix_busy","void",0,4,4,0,2174,2176,0,0,0,2173,2173,"incr_quickfix_busy","/home/runner/work/vim/vim/src/quickfix.c"
"ll_free_all","void",1,27,19,5,2121,2146,0,0,0,2120,2120,"ll_free_all","/home/runner/work/vim/vim/src/quickfix.c"
"qf_free_lists","void",1,7,6,0,2109,2114,0,0,0,2108,2108,"qf_free_lists","/home/runner/work/vim/vim/src/quickfix.c"
"qf_free_list_stack_items","void",1,5,5,0,2099,2102,0,0,0,2098,2098,"qf_free_list_stack_items","/home/runner/work/vim/vim/src/quickfix.c"
"wipe_qf_buffer","void",1,30,20,7,2063,2091,0,0,0,2062,2062,"wipe_qf_buffer","/home/runner/work/vim/vim/src/quickfix.c"
"locstack_queue_delreq","void",1,12,10,0,2034,2044,0,0,0,2033,2033,"locstack_queue_delreq","/home/runner/work/vim/vim/src/quickfix.c"
"qf_new_list","void",2,27,19,6,2002,2027,0,0,0,2001,2001,"qf_new_list","/home/runner/work/vim/vim/src/quickfix.c"
"qf_pop_stack","void",2,19,16,1,1976,1993,0,0,0,1975,1975,"qf_pop_stack","/home/runner/work/vim/vim/src/quickfix.c"
"ExpandRTDir_int","void",6,100,82,7,1128,1220,0,0,0,1121,1121,"ExpandRTDir_int","/home/runner/work/vim/vim/src/scriptfile.c"
"qf_get_curlist","qf_list_T *",1,4,4,0,1963,1965,0,1,0,1962,1962,"qf_get_curlist","/home/runner/work/vim/vim/src/quickfix.c"
"qf_cmdtitle","char_u *",1,7,6,0,1951,1956,0,0,0,1950,1950,"qf_cmdtitle","/home/runner/work/vim/vim/src/quickfix.c"
"qf_store_title","void",2,13,10,0,1930,1941,0,0,0,1929,1929,"qf_store_title","/home/runner/work/vim/vim/src/quickfix.c"
"qf_init_ext","int",11,128,102,22,1783,1898,0,0,0,1771,1771,"qf_init_ext","/home/runner/work/vim/vim/src/quickfix.c"
"qf_init_process_nextline","int",4,38,34,1,1726,1758,0,0,0,1721,1721,"qf_init_process_nextline","/home/runner/work/vim/vim/src/quickfix.c"
"qf_cleanup_state","void",1,9,8,0,1707,1714,0,0,0,1706,1706,"qf_cleanup_state","/home/runner/work/vim/vim/src/quickfix.c"
"qf_setup_state","int",7,33,30,0,1675,1699,0,0,0,1667,1667,"qf_setup_state","/home/runner/work/vim/vim/src/quickfix.c"
"add_pack_plugin","void",2,30,27,1,996,1024,0,0,0,995,995,"add_pack_plugin","/home/runner/work/vim/vim/src/scriptfile.c"
"qf_free_fields","void",1,7,7,0,1655,1660,0,0,0,1654,1654,"qf_free_fields","/home/runner/work/vim/vim/src/quickfix.c"
"qf_alloc_fields","int",1,13,12,0,1637,1648,0,0,0,1636,1636,"qf_alloc_fields","/home/runner/work/vim/vim/src/quickfix.c"
"load_pack_plugin","int",1,39,33,2,950,987,0,0,0,949,949,"load_pack_plugin","/home/runner/work/vim/vim/src/scriptfile.c"
"add_pack_dir_to_rtp","int",1,144,110,24,801,943,0,0,0,800,800,"add_pack_dir_to_rtp","/home/runner/work/vim/vim/src/scriptfile.c"
"qf_get_list","qf_list_T *",2,4,4,0,1628,1630,0,1,0,1627,1627,"qf_get_list","/home/runner/work/vim/vim/src/quickfix.c"
"qf_list_has_valid_entries","int",1,4,4,0,1619,1621,0,1,0,1618,1618,"qf_list_has_valid_entries","/home/runner/work/vim/vim/src/quickfix.c"
"qf_list_empty","int",1,4,4,0,1609,1611,0,1,0,1608,1608,"qf_list_empty","/home/runner/work/vim/vim/src/quickfix.c"
"qf_stack_empty","int",1,4,4,0,1600,1602,0,1,0,1599,1599,"qf_stack_empty","/home/runner/work/vim/vim/src/quickfix.c"
"qf_parse_line","int",5,89,75,12,1511,1593,0,0,0,1505,1505,"qf_parse_line","/home/runner/work/vim/vim/src/quickfix.c"
"source_all_matches","void",1,13,11,0,783,794,0,0,0,782,782,"source_all_matches","/home/runner/work/vim/vim/src/scriptfile.c"
"qf_parse_multiline_pfx","int",3,58,53,1,1445,1498,0,0,0,1441,1441,"qf_parse_multiline_pfx","/home/runner/work/vim/vim/src/quickfix.c"
"do_in_path_and_pp","int",5,22,18,0,708,723,0,0,0,702,702,"do_in_path_and_pp","/home/runner/work/vim/vim/src/scriptfile.c"
"find_match_text","long",3,59,51,6,5664,5721,0,0,0,5663,5663,"find_match_text","/home/runner/work/vim/vim/src/regexp_nfa.c"
"qf_parse_line_nomatch","int",3,8,7,2,1429,1435,0,0,0,1428,1428,"qf_parse_line_nomatch","/home/runner/work/vim/vim/src/quickfix.c"
"qf_parse_file_pfx","int",4,25,24,0,1402,1421,0,0,0,1397,1397,"qf_parse_file_pfx","/home/runner/work/vim/vim/src/quickfix.c"
"skip_to_start","int",2,14,12,1,5643,5655,0,0,0,5642,5642,"skip_to_start","/home/runner/work/vim/vim/src/regexp_nfa.c"
"qf_parse_dir_pfx","int",3,19,18,2,1374,1391,0,0,0,1373,1373,"qf_parse_dir_pfx","/home/runner/work/vim/vim/src/quickfix.c"
"failure_chance","int",2,155,129,11,5483,5636,0,1,0,5482,5482,"failure_chance","/home/runner/work/vim/vim/src/regexp_nfa.c"
"qf_parse_get_fields","int",7,43,38,1,1331,1365,0,0,0,1323,1323,"qf_parse_get_fields","/home/runner/work/vim/vim/src/quickfix.c"
"qf_parse_match","int",8,49,42,8,1275,1314,0,0,0,1266,1266,"qf_parse_match","/home/runner/work/vim/vim/src/quickfix.c"
"find_script_callback","void",2,12,10,1,535,545,0,0,0,534,534,"find_script_callback","/home/runner/work/vim/vim/src/scriptfile.c"
"qf_parse_fmt_o","int",3,12,11,0,1223,1233,0,0,0,1222,1222,"qf_parse_fmt_o","/home/runner/work/vim/vim/src/quickfix.c"
"recursive_regmatch","int",7,163,132,22,5319,5473,0,0,0,5311,5311,"recursive_regmatch","/home/runner/work/vim/vim/src/regexp_nfa.c"
"qf_parse_fmt_s","int",3,16,15,0,1201,1215,0,0,0,1200,1200,"qf_parse_fmt_s","/home/runner/work/vim/vim/src/quickfix.c"
"get_new_scriptitem","int",1,42,35,3,434,474,0,0,0,433,433,"get_new_scriptitem","/home/runner/work/vim/vim/src/scriptfile.c"
"qf_parse_fmt_v","int",3,8,8,0,1187,1193,0,0,0,1186,1186,"qf_parse_fmt_v","/home/runner/work/vim/vim/src/quickfix.c"
"qf_parse_fmt_p","int",3,21,20,0,1160,1179,0,0,0,1159,1159,"qf_parse_fmt_p","/home/runner/work/vim/vim/src/quickfix.c"
"qf_parse_fmt_r","int",3,7,7,0,1147,1152,0,0,0,1146,1146,"qf_parse_fmt_r","/home/runner/work/vim/vim/src/quickfix.c"
"source_callback","void",2,4,4,0,398,400,0,0,0,397,397,"source_callback","/home/runner/work/vim/vim/src/scriptfile.c"
"qf_parse_fmt_m","int",3,19,17,1,1122,1139,0,0,0,1121,1121,"qf_parse_fmt_m","/home/runner/work/vim/vim/src/quickfix.c"
"copy_nonerror_line","int",3,17,13,2,1099,1114,0,0,0,1098,1098,"copy_nonerror_line","/home/runner/work/vim/vim/src/quickfix.c"
"get_runtime_cmd_flags","int",2,30,27,0,329,357,0,0,0,328,328,"get_runtime_cmd_flags","/home/runner/work/vim/vim/src/scriptfile.c"
"nfa_re_num_cmp","int",3,6,6,0,5297,5301,0,1,0,5296,5296,"nfa_re_num_cmp","/home/runner/work/vim/vim/src/regexp_nfa.c"
"qf_parse_fmt_t","int",3,7,7,0,1086,1091,0,0,0,1085,1085,"qf_parse_fmt_t","/home/runner/work/vim/vim/src/quickfix.c"
"nfa_restore_listids","void",2,12,11,0,5283,5293,0,0,0,5282,5282,"nfa_restore_listids","/home/runner/work/vim/vim/src/regexp_nfa.c"
"qf_parse_fmt_k","int",3,7,7,0,1073,1078,0,0,0,1072,1072,"qf_parse_fmt_k","/home/runner/work/vim/vim/src/quickfix.c"
"nfa_save_listids","void",2,14,12,1,5264,5276,0,0,0,5263,5263,"nfa_save_listids","/home/runner/work/vim/vim/src/regexp_nfa.c"
"qf_parse_fmt_c","int",3,7,7,0,1060,1065,0,0,0,1059,1059,"qf_parse_fmt_c","/home/runner/work/vim/vim/src/quickfix.c"
"match_zref","int",2,22,19,2,5236,5254,0,0,0,5233,5233,"match_zref","/home/runner/work/vim/vim/src/regexp_nfa.c"
"match_backref","int",3,57,54,3,5172,5224,0,0,0,5168,5168,"match_backref","/home/runner/work/vim/vim/src/regexp_nfa.c"
"stacktrace_push_item","void",5,27,23,0,248,268,0,0,0,242,242,"stacktrace_push_item","/home/runner/work/vim/vim/src/scriptfile.c"
"show_pat_in_path","void",7,64,58,10,4086,4141,0,0,0,4078,4078,"show_pat_in_path","/home/runner/work/vim/vim/src/search.c"
"check_char_class","int",2,88,86,1,5075,5161,0,0,0,5074,5074,"check_char_class","/home/runner/work/vim/vim/src/regexp_nfa.c"
"addstate_here","regsubs_T *",5,80,65,15,4995,5068,0,0,0,4989,4989,"addstate_here","/home/runner/work/vim/vim/src/regexp_nfa.c"
"qf_parse_fmt_e","int",3,7,7,0,1047,1052,0,0,0,1046,1046,"qf_parse_fmt_e","/home/runner/work/vim/vim/src/quickfix.c"
"qf_parse_fmt_l","int",3,7,7,0,1034,1039,0,0,0,1033,1033,"qf_parse_fmt_l","/home/runner/work/vim/vim/src/quickfix.c"
"addstate","regsubs_T *",5,460,399,42,4527,4980,0,0,0,4521,4521,"addstate","/home/runner/work/vim/vim/src/regexp_nfa.c"
"qf_parse_fmt_n","int",3,7,7,0,1021,1026,0,0,0,1020,1020,"qf_parse_fmt_n","/home/runner/work/vim/vim/src/quickfix.c"
"qf_parse_fmt_b","int",3,10,10,0,1005,1013,0,0,0,1004,1004,"qf_parse_fmt_b","/home/runner/work/vim/vim/src/quickfix.c"
"qf_parse_fmt_f","int",4,21,14,3,978,997,0,0,0,977,977,"qf_parse_fmt_f","/home/runner/work/vim/vim/src/quickfix.c"
"qf_get_nextline","int",1,40,30,5,914,952,0,0,0,913,913,"qf_get_nextline","/home/runner/work/vim/vim/src/quickfix.c"
"qf_get_next_file_line","int",1,92,74,7,817,907,0,0,0,816,816,"qf_get_next_file_line","/home/runner/work/vim/vim/src/quickfix.c"
"qf_get_next_buf_line","int",1,28,23,1,784,810,0,0,0,783,783,"qf_get_next_buf_line","/home/runner/work/vim/vim/src/quickfix.c"
"qf_get_next_list_line","int",1,34,29,3,745,777,0,0,0,744,744,"qf_get_next_list_line","/home/runner/work/vim/vim/src/quickfix.c"
"qf_get_next_str_line","int",1,36,28,4,704,738,0,0,0,703,703,"qf_get_next_str_line","/home/runner/work/vim/vim/src/quickfix.c"
"qf_grow_linebuf","char_u *",2,23,20,2,676,697,0,0,0,675,675,"qf_grow_linebuf","/home/runner/work/vim/vim/src/quickfix.c"
"parse_efm_option","efm_T *",1,53,37,9,589,640,0,0,0,588,588,"parse_efm_option","/home/runner/work/vim/vim/src/quickfix.c"
"efm_option_part_len","int",1,10,8,0,572,580,0,1,0,571,571,"efm_option_part_len","/home/runner/work/vim/vim/src/quickfix.c"
"efm_regpat_bufsz","int",1,16,14,2,551,565,0,1,0,550,550,"efm_regpat_bufsz","/home/runner/work/vim/vim/src/quickfix.c"
"free_efm_list","void",1,12,11,0,533,543,0,0,0,532,532,"free_efm_list","/home/runner/work/vim/vim/src/quickfix.c"
"efm_to_regpat","int",4,72,67,7,460,526,0,0,0,455,455,"efm_to_regpat","/home/runner/work/vim/vim/src/quickfix.c"
"state_in_list","int",3,12,12,3,4503,4510,0,1,0,4499,4499,"state_in_list","/home/runner/work/vim/vim/src/regexp_nfa.c"
"match_follows","int",2,87,74,6,4407,4492,0,1,0,4406,4406,"match_follows","/home/runner/work/vim/vim/src/regexp_nfa.c"
"pim_equal","int",2,20,15,4,4382,4400,0,1,0,4381,4381,"pim_equal","/home/runner/work/vim/vim/src/regexp_nfa.c"
"has_state_with_pos","int",4,23,22,4,4357,4374,0,1,0,4352,4352,"has_state_with_pos","/home/runner/work/vim/vim/src/regexp_nfa.c"
"efm_analyze_prefix","char_u *",2,14,13,0,434,446,0,0,0,433,433,"efm_analyze_prefix","/home/runner/work/vim/vim/src/quickfix.c"
