"col0","col1","col2","col3","col4","col5","col6","col7","col8"
"item",1,2,2,"method Tee.__getitem__",225,225,"Function __getitem__","/home/runner/work/langchain/langchain/libs/core/langchain_core/utils/aiter.py"
"item",1,2,2,"method Tee.__getitem__",228,228,"Function __getitem__","/home/runner/work/langchain/langchain/libs/core/langchain_core/utils/aiter.py"
"c",2,3,3,"function test_function_optional_param.func5",682,686,"Function func5","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/utils/test_function_calling.py"
"response",1,2,2,"method ProgressBarCallback.on_llm_end",113,120,"Function on_llm_end","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/smith/evaluation/progress.py"
"response",1,2,2,"method AsyncIteratorCallbackHandler.on_llm_end",47,47,"Function on_llm_end","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/callbacks/streaming_aiter.py"
"response",1,2,2,"method AsyncFinalIteratorCallbackHandler.on_llm_end",79,79,"Function on_llm_end","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/callbacks/streaming_aiter_final_only.py"
"response",1,2,2,"method test_shielded_callback_context_preservation.ContextTestHandler.on_llm_end",178,178,"Function on_llm_end","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/callbacks/test_async_callback_manager.py"
"model",0,0,1,"function init_chat_model",35,42,"Function init_chat_model","/home/runner/work/langchain/langchain/libs/langchain_v1/langchain/chat_models/base.py"
"model",0,0,1,"function init_chat_model",46,53,"Function init_chat_model","/home/runner/work/langchain/langchain/libs/langchain_v1/langchain/chat_models/base.py"
"model",0,0,1,"function init_chat_model",47,54,"Function init_chat_model","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/chat_models/base.py"
"model",0,0,1,"function init_chat_model",58,65,"Function init_chat_model","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/chat_models/base.py"
"model",0,1,1,"function init_chat_model",24,31,"Function init_chat_model","/home/runner/work/langchain/langchain/libs/langchain_v1/langchain/chat_models/base.py"
"model",0,1,1,"function init_chat_model",36,43,"Function init_chat_model","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/chat_models/base.py"
"model",0,1,1,"function get_fields",303,303,"Function get_fields","/home/runner/work/langchain/langchain/libs/core/langchain_core/utils/pydantic.py"
"model",0,1,1,"function get_fields",307,307,"Function get_fields","/home/runner/work/langchain/langchain/libs/core/langchain_core/utils/pydantic.py"
"model",0,1,1,"function get_fields",311,311,"Function get_fields","/home/runner/work/langchain/langchain/libs/core/langchain_core/utils/pydantic.py"
"model",0,1,1,"function get_fields",315,315,"Function get_fields","/home/runner/work/langchain/langchain/libs/core/langchain_core/utils/pydantic.py"
"model",1,2,2,"method TestXAIStandard.test_stop_sequence",45,45,"Function test_stop_sequence","/home/runner/work/langchain/langchain/libs/partners/xai/tests/integration_tests/test_chat_models_standard.py"
"model",1,2,4,"method TestChatParrotLinkIntegration.test_unicode_tool_call_integration",34,39,"Function test_unicode_tool_call_integration","/home/runner/work/langchain/langchain/libs/standard-tests/tests/unit_tests/test_custom_chat_model.py"
"lambda_mult",4,2,5,"method DummyVectorStore.max_marginal_relevance_search",49,56,"Function max_marginal_relevance_search","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/example_selectors/test_similarity.py"
"y",1,2,2,"function _get_parametrized_tools.my_async_tool",1852,1854,"Function my_async_tool","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/test_tools.py"
"y",1,3,3,"function _get_parametrized_tools.my_tool",1848,1848,"Function my_tool","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/test_tools.py"
"llm",1,2,2,"method LoadingCallable.__call__",28,32,"Function __call__","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/chains/summarize/chain.py"
"llm",1,2,2,"method LoadingCallable.__call__",35,39,"Function __call__","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/chains/question_answering/chain.py"
"llm",1,2,2,"method LoadingCallable.__call__",36,40,"Function __call__","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/chains/qa_with_sources/loading.py"
"llm",1,3,4,"method BaseSingleActionAgent.from_llm_and_tools",139,145,"Function from_llm_and_tools","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/agents/agent.py"
"messages",0,0,1,"function _runnable_support.wrapped",389,391,"Function wrapped","/home/runner/work/langchain/langchain/libs/core/langchain_core/messages/utils.py"
"messages",0,1,1,"function test_summarization_middleware_no_summarization_cases.mock_token_counter",1072,1072,"Function mock_token_counter","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"messages",0,1,1,"function test_summarization_middleware_full_workflow.mock_token_counter",1436,1436,"Function mock_token_counter","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"messages",0,1,1,"function _runnable_support.wrapped",394,396,"Function wrapped","/home/runner/work/langchain/langchain/libs/core/langchain_core/messages/utils.py"
"messages",1,2,2,"method test_fallback_on_primary_failure.FailingPrimaryModel._generate",60,60,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_model_fallback_middleware.py"
"messages",1,2,2,"method test_multiple_fallbacks.FailingModel._generate",84,84,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_model_fallback_middleware.py"
"messages",1,2,2,"method test_all_models_fail.AlwaysFailingModel._generate",109,109,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_model_fallback_middleware.py"
"messages",1,2,2,"method test_fallback_on_primary_failure_async.AsyncFailingPrimaryModel._agenerate",151,151,"Function _agenerate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_model_fallback_middleware.py"
"messages",1,2,2,"method test_multiple_fallbacks_async.AsyncFailingModel._agenerate",175,175,"Function _agenerate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_model_fallback_middleware.py"
"messages",1,2,2,"method test_all_models_fail_async.AsyncAlwaysFailingModel._agenerate",200,200,"Function _agenerate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_model_fallback_middleware.py"
"messages",1,2,2,"method test_summarization_middleware_summary_creation.MockModel._generate",1161,1161,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"messages",1,2,2,"method test_summarization_middleware_summary_creation.ErrorModel._generate",1184,1184,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"messages",1,2,2,"method test_summarization_middleware_trim_limit_none_keeps_all_messages.MockModel._generate",1206,1206,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"messages",1,2,2,"method test_summarization_middleware_profile_inference_triggers_summary.ProfileModel._generate",1228,1228,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"messages",1,2,2,"method test_summarization_middleware_token_retention_pct_respects_tool_pairs.ProfileModel._generate",1345,1345,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"messages",1,2,2,"method test_summarization_middleware_missing_profile.ImportErrorProfileModel._generate",1395,1395,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"messages",1,2,2,"method test_summarization_middleware_full_workflow.MockModel._generate",1422,1422,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"messages",1,2,2,"method test_summarization_middleware_keep_messages.MockModel._generate",1478,1478,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"messages",1,2,2,"method test_wrap_model_call_hook.FailingModel._generate",2464,2464,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"messages",1,2,2,"method test_wrap_model_call_retry_count.AlwaysFailingModel._generate",2509,2509,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"messages",1,2,2,"method test_wrap_model_call_no_retry.FailingModel._generate",2555,2555,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"messages",1,2,2,"method test_model_fallback_middleware.FailingModel._generate",2578,2578,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"messages",1,2,2,"method test_model_fallback_middleware.SuccessModel._generate",2588,2588,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"messages",1,2,2,"method test_model_fallback_middleware_exhausted.AlwaysFailingModel._generate",2622,2622,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"messages",1,2,2,"method test_wrap_model_call_max_attempts.AlwaysFailingModel._generate",2665,2665,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"messages",1,2,2,"method test_wrap_model_call_async.AsyncFailingModel._generate",2714,2714,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"messages",1,2,2,"method test_wrap_model_call_async.AsyncFailingModel._agenerate",2717,2717,"Function _agenerate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"messages",1,2,2,"method test_wrap_model_call_rewrite_response.SimpleModel._generate",2762,2762,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"messages",1,2,2,"method test_wrap_model_call_convert_error_to_response.AlwaysFailingModel._generate",2799,2799,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"messages",1,2,2,"method TestOnModelCallDecorator.test_decorator_error_handling.AlwaysFailModel._generate",95,95,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/middleware/test_wrap_model_call_decorator.py"
"messages",1,2,2,"method TestRetryMiddleware.test_max_retries.AlwaysFailModel._generate",114,114,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/middleware/test_wrap_model_call_middleware.py"
"messages",1,2,2,"method TestErrorHandling.test_convert_error_to_response.AlwaysFailModel._generate",196,196,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/middleware/test_wrap_model_call_middleware.py"
"messages",1,2,2,"method TestErrorHandling.test_selective_error_handling.SpecificErrorModel._generate",219,219,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/middleware/test_wrap_model_call_middleware.py"
"messages",1,2,2,"method TestErrorHandling.test_error_handling_with_success_path.AlwaysFailModel._generate",266,266,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/middleware/test_wrap_model_call_middleware.py"
"messages",1,2,4,"method FakeChatModel._call",26,32,"Function _call","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/llms/fake_chat_model.py"
"messages",1,2,4,"method FakeChatModel._call",196,202,"Function _call","/home/runner/work/langchain/langchain/libs/core/langchain_core/language_models/fake_chat_models.py"
"messages",1,2,4,"method FakeChatModel._agenerate",36,42,"Function _agenerate","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/llms/fake_chat_model.py"
"messages",1,2,4,"method FakeChatModel._agenerate",206,212,"Function _agenerate","/home/runner/work/langchain/langchain/libs/core/langchain_core/language_models/fake_chat_models.py"
"messages",1,2,4,"method GenericFakeChatModel._generate",83,89,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/llms/fake_chat_model.py"
"messages",1,2,4,"method GenericFakeChatModel._generate",254,260,"Function _generate","/home/runner/work/langchain/langchain/libs/core/langchain_core/language_models/fake_chat_models.py"
"messages",1,2,4,"method FakeMessagesListChatModel._generate",32,38,"Function _generate","/home/runner/work/langchain/langchain/libs/core/langchain_core/language_models/fake_chat_models.py"
"messages",1,2,4,"method FakeListChatModel._stream",95,101,"Function _stream","/home/runner/work/langchain/langchain/libs/core/langchain_core/language_models/fake_chat_models.py"
"messages",1,2,4,"method FakeListChatModel._astream",124,130,"Function _astream","/home/runner/work/langchain/langchain/libs/core/langchain_core/language_models/fake_chat_models.py"
"messages",1,2,4,"method test_astream_fallback_to_ainvoke.ModelWithGenerate._generate",186,192,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"messages",1,2,4,"method test_astream_implementation_fallback_to_stream.ModelWithSyncStream._generate",219,225,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"messages",1,2,4,"method test_astream_implementation_fallback_to_stream.ModelWithSyncStream._stream",230,236,"Function _stream","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"messages",1,2,4,"method test_astream_implementation_uses_astream.ModelWithAsyncStream._generate",271,277,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"messages",1,2,4,"method test_astream_implementation_uses_astream.ModelWithAsyncStream._astream",282,288,"Function _astream","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"messages",1,2,4,"method test_get_ls_params.LSParamsModel._generate",1174,1180,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"messages",1,2,4,"method NoStreamingModel._generate",352,358,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"messages",1,2,4,"method StreamingModel._stream",370,376,"Function _stream","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"messages",1,2,4,"method test_get_ls_params.LSParamsModel._stream",1184,1190,"Function _stream","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"messages",1,2,4,"method FakeStructuredOutputModel._generate",325,331,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/runnables/test_fallbacks.py"
"messages",1,2,4,"method FakeModel._generate",358,364,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/runnables/test_fallbacks.py"
"messages",1,2,4,"method FakeChatOpenAI._generate",20,26,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/runnables/test_openai_functions.py"
"messages",2,3,3,"method _TestCallbackHandler.on_chat_model_start",81,88,"Function on_chat_model_start","/home/runner/work/langchain/langchain/libs/standard-tests/langchain_tests/integration_tests/chat_models.py"
"messages",2,3,3,"method MyCustomAsyncHandler.on_chat_model_start",18,28,"Function on_chat_model_start","/home/runner/work/langchain/langchain/libs/core/tests/benchmarks/test_async_callbacks.py"
"messages",2,3,3,"method test_callback_handlers.MyCustomAsyncHandler.on_chat_model_start",158,168,"Function on_chat_model_start","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/llms/test_fake_chat_model.py"
"messages",2,3,3,"method test_callback_handlers.MyCustomAsyncHandler.on_chat_model_start",167,177,"Function on_chat_model_start","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/fake/test_fake_chat_model.py"
"memo",1,2,2,"method FakeCallbackHandler.__deepcopy__",193,193,"Function __deepcopy__","/home/runner/work/langchain/langchain/libs/partners/openai/tests/unit_tests/fake/callbacks.py"
"memo",1,2,2,"method FakeCallbackHandler.__deepcopy__",257,257,"Function __deepcopy__","/home/runner/work/langchain/langchain/libs/partners/anthropic/tests/unit_tests/_utils.py"
"memo",1,2,2,"method FakeCallbackHandler.__deepcopy__",262,262,"Function __deepcopy__","/home/runner/work/langchain/langchain/libs/partners/groq/tests/unit_tests/fake/callbacks.py"
"memo",1,2,2,"method FakeCallbackHandler.__deepcopy__",263,263,"Function __deepcopy__","/home/runner/work/langchain/langchain/libs/partners/prompty/tests/unit_tests/fake_callback_handler.py"
"memo",1,2,2,"method FakeCallbackHandler.__deepcopy__",275,275,"Function __deepcopy__","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/callbacks/fake_callback_handler.py"
"memo",1,2,2,"method FakeCallbackHandler.__deepcopy__",279,279,"Function __deepcopy__","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/fake/callbacks.py"
"memo",1,2,2,"method FakeAsyncCallbackHandler.__deepcopy__",271,271,"Function __deepcopy__","/home/runner/work/langchain/langchain/libs/partners/openai/tests/unit_tests/fake/callbacks.py"
"memo",1,2,2,"method FakeAsyncCallbackHandler.__deepcopy__",396,396,"Function __deepcopy__","/home/runner/work/langchain/langchain/libs/partners/prompty/tests/unit_tests/fake_callback_handler.py"
"memo",1,2,2,"method FakeAsyncCallbackHandler.__deepcopy__",397,397,"Function __deepcopy__","/home/runner/work/langchain/langchain/libs/partners/groq/tests/unit_tests/fake/callbacks.py"
"memo",1,2,2,"method FakeAsyncCallbackHandler.__deepcopy__",424,424,"Function __deepcopy__","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/callbacks/fake_callback_handler.py"
"memo",1,2,2,"method FakeAsyncCallbackHandler.__deepcopy__",429,429,"Function __deepcopy__","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/fake/callbacks.py"
"memo",1,2,2,"method _AstreamEventsCallbackHandler.__deepcopy__",799,799,"Function __deepcopy__","/home/runner/work/langchain/langchain/libs/core/langchain_core/tracers/event_stream.py"
"intermediate_steps",2,3,3,"method BaseMultiActionAgent.return_stopped_response",280,285,"Function return_stopped_response","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/agents/agent.py"
"callbacks",0,1,1,"function test_event_streaming_with_tools.with_callbacks",1076,1076,"Function with_callbacks","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/runnables/test_runnable_events_v1.py"
"callbacks",0,1,1,"function test_event_streaming_with_tools.with_callbacks",1096,1096,"Function with_callbacks","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/runnables/test_runnable_events_v2.py"
"callbacks",2,3,3,"function test_event_streaming_with_tools.with_parameters_and_callbacks",1086,1086,"Function with_parameters_and_callbacks","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/runnables/test_runnable_events_v1.py"
"callbacks",2,3,3,"function test_event_streaming_with_tools.with_parameters_and_callbacks",1106,1106,"Function with_parameters_and_callbacks","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/runnables/test_runnable_events_v2.py"
"callbacks",3,3,4,"method CohereRerank.compress_documents",102,107,"Function compress_documents","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/retrievers/document_compressors/cohere_rerank.py"
"callbacks",3,3,4,"method CrossEncoderReranker.compress_documents",31,36,"Function compress_documents","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/retrievers/document_compressors/cross_encoder_rerank.py"
"callbacks",3,3,4,"method EmbeddingsFilter.compress_documents",56,61,"Function compress_documents","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/retrievers/document_compressors/embeddings_filter.py"
"callbacks",3,3,4,"method EmbeddingsFilter.acompress_documents",100,105,"Function acompress_documents","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/retrievers/document_compressors/embeddings_filter.py"
"input_variables",1,2,2,"method AsIsSelector.select_examples",387,387,"Function select_examples","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/prompts/test_few_shot.py"
"input_variables",1,2,2,"method AsyncAsIsSelector.aselect_examples",486,486,"Function aselect_examples","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/prompts/test_few_shot.py"
"cls",0,1,1,"method AgentAction.is_lc_serializable",77,77,"Function is_lc_serializable","/home/runner/work/langchain/langchain/libs/core/langchain_core/agents.py"
"cls",0,1,1,"method AgentAction.get_lc_namespace",86,86,"Function get_lc_namespace","/home/runner/work/langchain/langchain/libs/core/langchain_core/agents.py"
"cls",0,1,1,"method AgentFinish.is_lc_serializable",165,165,"Function is_lc_serializable","/home/runner/work/langchain/langchain/libs/core/langchain_core/agents.py"
"cls",0,1,1,"method AgentFinish.get_lc_namespace",170,170,"Function get_lc_namespace","/home/runner/work/langchain/langchain/libs/core/langchain_core/agents.py"
"cls",0,1,1,"method AzureOpenAI.get_lc_namespace",99,99,"Function get_lc_namespace","/home/runner/work/langchain/langchain/libs/partners/openai/langchain_openai/llms/azure.py"
"cls",0,1,1,"method AzureOpenAI.is_lc_serializable",116,116,"Function is_lc_serializable","/home/runner/work/langchain/langchain/libs/partners/openai/langchain_openai/llms/azure.py"
"cls",0,1,1,"method AzureChatOpenAI.get_lc_namespace",574,574,"Function get_lc_namespace","/home/runner/work/langchain/langchain/libs/partners/openai/langchain_openai/chat_models/azure.py"
"cls",0,1,1,"method AzureChatOpenAI.is_lc_serializable",591,591,"Function is_lc_serializable","/home/runner/work/langchain/langchain/libs/partners/openai/langchain_openai/chat_models/azure.py"
"cls",0,1,1,"method ChatAgent._get_default_output_parser",70,70,"Function _get_default_output_parser","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/agents/chat/base.py"
"cls",0,1,1,"method ConversationalChatAgent._get_default_output_parser",47,47,"Function _get_default_output_parser","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/agents/conversational_chat/base.py"
"cls",0,1,1,"method ReActDocstoreAgent._get_default_output_parser",43,43,"Function _get_default_output_parser","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/agents/react/base.py"
"cls",0,1,1,"method OpenAIAssistantFinish.is_lc_serializable",42,42,"Function is_lc_serializable","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/agents/openai_assistant/base.py"
"cls",0,1,1,"method OpenAIAssistantAction.is_lc_serializable",65,65,"Function is_lc_serializable","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/agents/openai_assistant/base.py"
"cls",0,1,1,"method OpenAI.get_lc_namespace",830,830,"Function get_lc_namespace","/home/runner/work/langchain/langchain/libs/partners/openai/langchain_openai/llms/base.py"
"cls",0,1,1,"method OpenAI.is_lc_serializable",839,839,"Function is_lc_serializable","/home/runner/work/langchain/langchain/libs/partners/openai/langchain_openai/llms/base.py"
"cls",0,1,1,"method ZeroShotAgent._get_default_output_parser",56,56,"Function _get_default_output_parser","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/agents/mrkl/base.py"
"cls",0,1,1,"method BasePromptTemplate.get_lc_namespace",104,104,"Function get_lc_namespace","/home/runner/work/langchain/langchain/libs/core/langchain_core/prompts/base.py"
"cls",0,1,1,"method BasePromptTemplate.is_lc_serializable",113,113,"Function is_lc_serializable","/home/runner/work/langchain/langchain/libs/core/langchain_core/prompts/base.py"
"cls",0,1,1,"method BaseMessage.is_lc_serializable",181,181,"Function is_lc_serializable","/home/runner/work/langchain/langchain/libs/core/langchain_core/messages/base.py"
"cls",0,1,1,"method BaseMessage.get_lc_namespace",190,190,"Function get_lc_namespace","/home/runner/work/langchain/langchain/libs/core/langchain_core/messages/base.py"
"cls",0,1,1,"method QuestionGeneratorChain.is_lc_serializable",49,49,"Function is_lc_serializable","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/chains/flare/base.py"
"cls",0,1,1,"method SelfAskWithSearchAgent._get_default_output_parser",39,39,"Function _get_default_output_parser","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/agents/self_ask_with_search/base.py"
"cls",0,1,1,"method Document.is_lc_serializable",311,311,"Function is_lc_serializable","/home/runner/work/langchain/langchain/libs/core/langchain_core/documents/base.py"
"cls",0,1,1,"method Document.get_lc_namespace",316,316,"Function get_lc_namespace","/home/runner/work/langchain/langchain/libs/core/langchain_core/documents/base.py"
"cls",0,1,1,"method RunnableSequence.get_lc_namespace",2926,2926,"Function get_lc_namespace","/home/runner/work/langchain/langchain/libs/core/langchain_core/runnables/base.py"
"cls",0,1,1,"method RunnableSequence.is_lc_serializable",2945,2945,"Function is_lc_serializable","/home/runner/work/langchain/langchain/libs/core/langchain_core/runnables/base.py"
"cls",0,1,1,"method RunnableParallel.is_lc_serializable",3651,3651,"Function is_lc_serializable","/home/runner/work/langchain/langchain/libs/core/langchain_core/runnables/base.py"
"cls",0,1,1,"method RunnableParallel.get_lc_namespace",3657,3657,"Function get_lc_namespace","/home/runner/work/langchain/langchain/libs/core/langchain_core/runnables/base.py"
"cls",0,1,1,"method ConversationChain.is_lc_serializable",121,121,"Function is_lc_serializable","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/chains/conversation/base.py"
"cls",0,1,1,"method RunnableEachBase.is_lc_serializable",5186,5186,"Function is_lc_serializable","/home/runner/work/langchain/langchain/libs/core/langchain_core/runnables/base.py"
"cls",0,1,1,"method RunnableEachBase.get_lc_namespace",5192,5192,"Function get_lc_namespace","/home/runner/work/langchain/langchain/libs/core/langchain_core/runnables/base.py"
"cls",0,1,1,"method RunnableBindingBase.is_lc_serializable",5509,5509,"Function is_lc_serializable","/home/runner/work/langchain/langchain/libs/core/langchain_core/runnables/base.py"
"cls",0,1,1,"method RunnableBindingBase.get_lc_namespace",5515,5515,"Function get_lc_namespace","/home/runner/work/langchain/langchain/libs/core/langchain_core/runnables/base.py"
"cls",0,1,1,"method ChatOpenAI.get_lc_namespace",2879,2879,"Function get_lc_namespace","/home/runner/work/langchain/langchain/libs/partners/openai/langchain_openai/chat_models/base.py"
"cls",0,1,1,"method ChatOpenAI.is_lc_serializable",2904,2904,"Function is_lc_serializable","/home/runner/work/langchain/langchain/libs/partners/openai/langchain_openai/chat_models/base.py"
"cls",0,1,1,"method RunnableBranch.is_lc_serializable",144,144,"Function is_lc_serializable","/home/runner/work/langchain/langchain/libs/core/langchain_core/runnables/branch.py"
"cls",0,1,1,"method RunnableBranch.get_lc_namespace",150,150,"Function get_lc_namespace","/home/runner/work/langchain/langchain/libs/core/langchain_core/runnables/branch.py"
"cls",0,1,1,"method ChatPromptTemplate.get_lc_namespace",975,975,"Function get_lc_namespace","/home/runner/work/langchain/langchain/libs/core/langchain_core/prompts/chat.py"
"cls",0,1,1,"method ChatFireworks.get_lc_namespace",288,288,"Function get_lc_namespace","/home/runner/work/langchain/langchain/libs/partners/fireworks/langchain_fireworks/chat_models.py"
"cls",0,1,1,"method ChatFireworks.is_lc_serializable",305,305,"Function is_lc_serializable","/home/runner/work/langchain/langchain/libs/partners/fireworks/langchain_fireworks/chat_models.py"
"cls",0,1,1,"method ChatMistralAI.is_lc_serializable",1153,1153,"Function is_lc_serializable","/home/runner/work/langchain/langchain/libs/partners/mistralai/langchain_mistralai/chat_models.py"
"cls",0,1,1,"method ChatMistralAI.get_lc_namespace",1158,1158,"Function get_lc_namespace","/home/runner/work/langchain/langchain/libs/partners/mistralai/langchain_mistralai/chat_models.py"
"cls",0,1,1,"method ChatGroq.is_lc_serializable",502,502,"Function is_lc_serializable","/home/runner/work/langchain/langchain/libs/partners/groq/langchain_groq/chat_models.py"
"cls",0,1,1,"method ChatAnthropic.is_lc_serializable",1537,1537,"Function is_lc_serializable","/home/runner/work/langchain/langchain/libs/partners/anthropic/langchain_anthropic/chat_models.py"
"cls",0,1,1,"method ChatAnthropic.get_lc_namespace",1542,1542,"Function get_lc_namespace","/home/runner/work/langchain/langchain/libs/partners/anthropic/langchain_anthropic/chat_models.py"
"cls",0,1,1,"method ChatXAI.get_lc_namespace",430,430,"Function get_lc_namespace","/home/runner/work/langchain/langchain/libs/partners/xai/langchain_xai/chat_models.py"
